Handle	Title	Body (HTML)	Vendor	Product Category	Type	Tags	Published	Option1 Name	Option1 Value	Option1 Linked To	Option2 Name	Option2 Value	Option2 Linked To	Option3 Name	Option3 Value	Option3 Linked To	Variant SKU	Variant Grams	Variant Inventory Tracker	Variant Inventory Qty	Variant Inventory Policy	Variant Fulfillment Service	Variant Price	Variant Compare At Price	Variant Requires Shipping	Variant Taxable	Unit Price Total Measure	Unit Price Total Measure Unit	Unit Price Base Measure	Unit Price Base Measure Unit	Variant Barcode	Image Src	Image Position
abstract-human-figurine-sculptures-modern-art-resin-decor-for-home-office	Abstract Human Figurine Sculptures | Modern Art Resin Decor for Home & Office	"<p data-start=""759"" data-end=""774""><strong data-start=""759"" data-end=""772"">Features:</strong></p>
<ul data-start=""775"" data-end=""1026"">
<li data-start=""775"" data-end=""820"">
<p data-start=""777"" data-end=""820"">Modern <strong data-start=""784"" data-end=""818"">abstract human figurine design</strong></p>
</li>
<li data-start=""821"" data-end=""870"">
<p data-start=""823"" data-end=""870"">Premium <strong data-start=""831"" data-end=""849"">resin material</strong> with smooth finish</p>
</li>
<li data-start=""871"" data-end=""911"">
<p data-start=""873"" data-end=""911"">Available in <strong data-start=""886"" data-end=""909"">gold &amp; white colors</strong></p>
</li>
<li data-start=""912"" data-end=""985"">
<p data-start=""914"" data-end=""985"">Perfect for <strong data-start=""926"" data-end=""983"">living room, office desk, bookshelves, or side tables</strong></p>
</li>
<li data-start=""986"" data-end=""1026"">
<p data-start=""988"" data-end=""1026"">Great as a <strong data-start=""999"" data-end=""1024"">unique art dÃ©cor gift</strong></p>
</li>
</ul>"	Cosmo Decorpk	Home & Garden > Decor > Artwork > Sculptures & Statues			TRUE	Color	gold	product.metafields.shopify.color-pattern								500	shopify	5	deny	manual	3300		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/photo-output_2_4.jpg?v=1757515238	1
abstract-human-figurine-sculptures-modern-art-resin-decor-for-home-office									white									500	shopify	5	deny	manual	3300		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/IMG_2359.jpg?v=1757515315	2
abstract-human-figurine-sculptures-modern-art-resin-decor-for-home-office									black									500	shopify	5	deny	manual	3300		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/IMG_2361.jpg?v=1757515315	3
abstract-human-figurine-sculptures-modern-art-resin-decor-for-home-office																																https://cdn.shopify.com/s/files/1/0899/9301/9639/files/photo-output_6_4.jpg?v=1757515316	4
abstract-human-figurine-sculptures-modern-art-resin-decor-for-home-office																																https://cdn.shopify.com/s/files/1/0899/9301/9639/files/photo-output_7_4.jpg?v=1757515316	5
18-inch-table-lamp-with-shade-modern-bedside-living-room-lighting-1	18 Inch Table Lamp with Shade â€“ Modern Bedside & Living Room Lighting	"<p data-start=""605"" data-end=""620""><strong data-start=""605"" data-end=""618"">Features:</strong></p>
<ul data-start=""621"" data-end=""886"">
<li data-start=""621"" data-end=""669"">
<p data-start=""623"" data-end=""669"">18-inch table lamp with premium fabric shade</p>
</li>
<li data-start=""670"" data-end=""740"">
<p data-start=""672"" data-end=""740"">Perfect for bedside tables, nightstands, living rooms, and offices</p>
</li>
<li data-start=""741"" data-end=""783"">
<p data-start=""743"" data-end=""783"">Provides soft, warm, and cozy lighting</p>
</li>
<li data-start=""784"" data-end=""834"">
<p data-start=""786"" data-end=""834"">Durable design with a stylish, minimalist look</p>
</li>
<li data-start=""835"" data-end=""886"">
<p data-start=""837"" data-end=""886"">Ideal for modern, classic, or luxury home dÃ©cor</p>
</li>
</ul>"	Cosmo Decorpk	Uncategorized			TRUE	color	black									3000	shopify	5	deny	manual	11000		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/photo-output_9_4.jpg?v=1757514695	1
18-inch-table-lamp-with-shade-modern-bedside-living-room-lighting-1									white									3000	shopify	5	deny	manual	11000		TRUE	TRUE							
18-inch-table-lamp-with-shade-modern-bedside-living-room-lighting	18 Inch Table Lamp with Shade Modern Bedside & Living Room Lighting	"<p data-start=""605"" data-end=""620""><strong data-start=""605"" data-end=""618"">Features:</strong></p>
<ul data-start=""621"" data-end=""886"">
<li data-start=""621"" data-end=""669"">
<p data-start=""623"" data-end=""669"">18-inch table lamp with premium fabric shade</p>
</li>
<li data-start=""670"" data-end=""740"">
<p data-start=""672"" data-end=""740"">Perfect for bedside tables, nightstands, living rooms, and offices</p>
</li>
<li data-start=""741"" data-end=""783"">
<p data-start=""743"" data-end=""783"">Provides soft, warm, and cozy lighting</p>
</li>
<li data-start=""784"" data-end=""834"">
<p data-start=""786"" data-end=""834"">Durable design with a stylish, minimalist look</p>
</li>
<li data-start=""835"" data-end=""886"">
<p data-start=""837"" data-end=""886"">Ideal for modern, classic, or luxury home dÃ©cor</p>
</li>
</ul>"	Cosmo Decorpk	Home & Garden > Lighting > Lamps > Table Lamps			TRUE	size	18 inch									3000	shopify	5	deny	manual	12500		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/photo-output_1_3.jpg?v=1757514370	1
ceramic-table-lamp-with-marble-vein-design	Ceramic Table Lamp with Marble Vein Design	"<p data-start=""562"" data-end=""577""><strong data-start=""562"" data-end=""575"">Features:</strong></p>
<ul data-start=""578"" data-end=""845"">
<li data-start=""578"" data-end=""638"">
<p data-start=""580"" data-end=""638"">Stylish vase-shaped ceramic base with marble vein effect</p>
</li>
<li data-start=""639"" data-end=""690"">
<p data-start=""641"" data-end=""690"">Neutral fabric shade for soft and ambient light</p>
</li>
<li data-start=""691"" data-end=""728"">
<p data-start=""693"" data-end=""728"">Durable and elegant craftsmanship</p>
</li>
<li data-start=""729"" data-end=""782"">
<p data-start=""731"" data-end=""782"">Perfect for bedside, living room, or office dÃ©cor</p>
</li>
<li data-start=""783"" data-end=""845"">
<p data-start=""785"" data-end=""845"">A classic statement piece to complement any interior style</p>
</li>
</ul>"	Cosmo Decorpk	Home & Garden > Lighting > Lamps > Table Lamps			TRUE	size	Standard									3000	shopify	5	deny	manual	12500		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/photo-output_2_6.jpg?v=1757514199	1
modern-gold-ceramic-table-lamp-with-fabric-shade	Modern Gold & Ceramic Table Lamp with Fabric Shade	"<p data-start=""537"" data-end=""552""><strong data-start=""537"" data-end=""550"">Features:</strong></p>
<ul data-start=""553"" data-end=""808"">
<li data-start=""553"" data-end=""622"">
<p data-start=""555"" data-end=""622"">Stylish two-tone ceramic base (black &amp; white) with golden accents</p>
</li>
<li data-start=""623"" data-end=""675"">
<p data-start=""625"" data-end=""675"">Premium fabric lampshade for soft, warm lighting</p>
</li>
<li data-start=""676"" data-end=""705"">
<p data-start=""678"" data-end=""705"">Durable and modern design</p>
</li>
<li data-start=""706"" data-end=""766"">
<p data-start=""708"" data-end=""766"">Perfect for bedside tables, living rooms, and workspaces</p>
</li>
<li data-start=""767"" data-end=""808"">
<p data-start=""769"" data-end=""808"">Elegant statement piece for any dÃ©cor</p>
</li>
</ul>"	Cosmo Decorpk	Home & Garden > Lighting > Lamps > Table Lamps			TRUE	size	standard size									3000	shopify	5	deny	manual	11500		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/photo-output_6_3.jpg?v=1757513434	1
marble-base-table-lamp-with-fabric-shade	Marble Base Table Lamp with Fabric Shade	"<p data-start=""598"" data-end=""613""><strong data-start=""598"" data-end=""611"">Features:</strong></p>
<ul data-start=""614"" data-end=""854"">
<li data-start=""614"" data-end=""665"">
<p data-start=""616"" data-end=""665"">Premium marble-style base with natural patterns</p>
</li>
<li data-start=""666"" data-end=""715"">
<p data-start=""668"" data-end=""715"">Elegant golden detailing for a luxurious look</p>
</li>
<li data-start=""716"" data-end=""768"">
<p data-start=""718"" data-end=""768"">Soft fabric lampshade for warm, ambient lighting</p>
</li>
<li data-start=""769"" data-end=""799"">
<p data-start=""771"" data-end=""799"">Durable and stylish design</p>
</li>
<li data-start=""800"" data-end=""854"">
<p data-start=""802"" data-end=""854"">Ideal for bedrooms, living rooms, or office spaces</p>
</li>
</ul>"	Cosmo Decorpk	Home & Garden > Lighting > Lamps > Table Lamps			TRUE	size	13 inch height									0	shopify	5	deny	manual	12500		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/photo-output_5_3.jpg?v=1757512930	1
ceramic-table-lamp-with-fabric-shade-modern-bedside-living-room-light	Ceramic Table Lamp with Fabric Shade | Modern Bedside & Living Room Light	"<p data-start=""752"" data-end=""767""><strong data-start=""752"" data-end=""765"">Features:</strong></p>
<ul data-start=""768"" data-end=""1044"">
<li data-start=""768"" data-end=""823"">
<p data-start=""770"" data-end=""823"">Premium <strong data-start=""778"" data-end=""821"">ceramic base with geometric gold design</strong></p>
</li>
<li data-start=""824"" data-end=""881"">
<p data-start=""826"" data-end=""881"">Classic <strong data-start=""834"" data-end=""854"">fabric lampshade</strong> for soft light diffusion</p>
</li>
<li data-start=""882"" data-end=""941"">
<p data-start=""884"" data-end=""941"">Suitable for <strong data-start=""897"" data-end=""939"">bedroom, living room, office, or study</strong></p>
</li>
<li data-start=""942"" data-end=""990"">
<p data-start=""944"" data-end=""990"">Works with standard <strong data-start=""964"" data-end=""988"">LED or bulb fittings</strong></p>
</li>
<li data-start=""991"" data-end=""1044"">
<p data-start=""993"" data-end=""1044"">Elegant and durable design for long-lasting dÃ©cor</p>
</li>
</ul>"	Cosmo Decorpk	Home & Garden > Lighting > Lamps > Table Lamps			TRUE	Color	black	product.metafields.shopify.color-pattern								3000	shopify	5	deny	manual	12700		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/photo-output_4_5.jpg?v=1757512214	1
ceramic-table-lamp-with-fabric-shade-modern-bedside-living-room-light									white									3000	shopify	5	deny	manual	12700		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/photo-output_3_5.jpg?v=1757512213	2
luxury-black-roses-with-golden-accents-in-ceramic-vase	Luxury Black Roses with Golden Accents in Ceramic Vase	"<p data-start=""190"" data-end=""213""><strong data-start=""190"" data-end=""211"">Product Features:</strong></p>
<ul data-start=""214"" data-end=""584"">
<li data-start=""214"" data-end=""269"">
<p data-start=""216"" data-end=""269"">Premium <strong data-start=""224"" data-end=""240"">ceramic vase</strong> with elegant golden finish</p>
</li>
<li data-start=""270"" data-end=""344"">
<p data-start=""272"" data-end=""344"">Beautiful <strong data-start=""282"" data-end=""308"">artificial black roses</strong> paired with golden floral accents</p>
</li>
<li data-start=""345"" data-end=""391"">
<p data-start=""347"" data-end=""391"">Long-lasting, maintenance-free dÃ©cor piece</p>
</li>
<li data-start=""392"" data-end=""467"">
<p data-start=""394"" data-end=""467"">Perfect centerpiece for <strong data-start=""418"" data-end=""465"">living rooms, offices, weddings, and events</strong></p>
</li>
<li data-start=""468"" data-end=""537"">
<p data-start=""470"" data-end=""537"">Adds a touch of <strong data-start=""486"" data-end=""522"">modern luxury and sophistication</strong> to any space</p>
</li>
<li data-start=""538"" data-end=""584"">
<p data-start=""540"" data-end=""584"">Great for <strong data-start=""550"" data-end=""561"">gifting</strong> on special occasions</p>
</li>
</ul>"	Cosmo Decorpk	Home & Garden > Decor > Artificial Flora > Artificial Flowering Plants			TRUE	Color	floral	product.metafields.shopify.color-pattern								2000	shopify	26	deny	manual	3500		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/photo-output_4.jpg?v=1757351289	1
artificial-rose-and-lily-flower-arrangement-in-black-ceramic-vase-decorative-floral-centerpiece-for-home-office-decor	Artificial Rose and Lily Flower Arrangement in Black Ceramic Vase â€“ Decorative Floral Centerpiece for Home & Office DÃ©cor	"<h3 data-start=""1087"" data-end=""1112""><strong data-start=""1091"" data-end=""1110"">Product Details</strong></h3>
<ul data-start=""1113"" data-end=""1354"">
<li data-start=""1113"" data-end=""1162"">
<p data-start=""1115"" data-end=""1162""><strong data-start=""1115"" data-end=""1132"">Flower Types:</strong> Roses &amp; Lilies (Artificial)</p>
</li>
<li data-start=""1163"" data-end=""1195"">
<p data-start=""1165"" data-end=""1195""><strong data-start=""1165"" data-end=""1176"">Height:</strong> 2.5 ft (approx.)</p>
</li>
<li data-start=""1196"" data-end=""1228"">
<p data-start=""1198"" data-end=""1228""><strong data-start=""1198"" data-end=""1209"">Weight:</strong> 1.5 kg (approx.)</p>
</li>
<li data-start=""1229"" data-end=""1273"">
<p data-start=""1231"" data-end=""1273""><strong data-start=""1231"" data-end=""1252"">Planter Material:</strong> Black ceramic vase</p>
</li>
<li data-start=""1274"" data-end=""1307"">
<p data-start=""1276"" data-end=""1307""><strong data-start=""1276"" data-end=""1296"">Flower Material:</strong> PVC silk</p>
</li>
<li data-start=""1308"" data-end=""1354"">
<p data-start=""1310"" data-end=""1354""><strong data-start=""1310"" data-end=""1327"">Suitable For:</strong> Indoor dÃ©cor &amp; tabletops</p>
</li>
</ul>
<p data-start=""1356"" data-end=""1484"">This artificial floral arrangement is a perfect dÃ©cor piece to bring sophistication and a pop of color into your surroundings.</p>"	Cosmo Decorpk	Home & Garden > Decor > Artificial Flora > Artificial Flowering Plants			TRUE	Color	black	product.metafields.shopify.color-pattern								0	shopify	27	deny	manual	2800		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/photo-output_2.jpg?v=1757351110	1
artificial-lotus-lily-flower-plant-2-5-ft-in-ceramic-pot-decorative-indoor-flower-arrangement-for-home-office-1	Artificial Lotus Lily Flower Plant 2.5 ft in Ceramic Pot  Decorative Indoor Flower Arrangement for Home & Office	"<h3 data-start=""1088"" data-end=""1113""><strong data-start=""1092"" data-end=""1111"">Product Details</strong></h3>
<ul data-start=""1114"" data-end=""1345"">
<li data-start=""1114"" data-end=""1157"">
<p data-start=""1116"" data-end=""1157""><strong data-start=""1116"" data-end=""1131"">Plant Name:</strong> Lotus Lily (Artificial)</p>
</li>
<li data-start=""1158"" data-end=""1190"">
<p data-start=""1160"" data-end=""1190""><strong data-start=""1160"" data-end=""1171"">Height:</strong> 2.5 ft (approx.)</p>
</li>
<li data-start=""1191"" data-end=""1223"">
<p data-start=""1193"" data-end=""1223""><strong data-start=""1193"" data-end=""1204"">Weight:</strong> 1.2 kg (approx.)</p>
</li>
<li data-start=""1224"" data-end=""1261"">
<p data-start=""1226"" data-end=""1261""><strong data-start=""1226"" data-end=""1247"">Planter Material:</strong> Ceramic pot</p>
</li>
<li data-start=""1262"" data-end=""1296"">
<p data-start=""1264"" data-end=""1296""><strong data-start=""1264"" data-end=""1283"">Plant Material:</strong> PVC rubber</p>
</li>
<li data-start=""1297"" data-end=""1345"">
<p data-start=""1299"" data-end=""1345""><strong data-start=""1299"" data-end=""1316"">Suitable For:</strong> Indoor dÃ©cor and tabletops</p>
</li>
</ul>
<p data-start=""1347"" data-end=""1464"">This artificial lotus lily is a timeless decorative piece that brings freshness, color, and elegance to your space.</p>"	Cosmo Decorpk	Uncategorized			FALSE	color	white									3000	shopify	30	deny	manual	3800		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/photo-output_8_3_93dd650f-8055-4900-ad2b-c2b8fbbe9858.jpg?v=1757614360	1
artificial-lotus-lily-flower-plant-2-5-ft-in-ceramic-pot-decorative-indoor-flower-arrangement-for-home-office-1									yellow									3000	shopify	30	deny	manual	3800		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/photo-output_9_1.jpg?v=1757614360	2
artificial-lotus-lily-flower-plant-2-5-ft-in-ceramic-pot-decorative-indoor-flower-arrangement-for-home-office	Artificial Lotus Lily Flower Plant 2.5 ft in Ceramic Pot  Decorative Indoor Flower Arrangement for Home & Office	"<h3 data-start=""1088"" data-end=""1113""><strong data-start=""1092"" data-end=""1111"">Product Details</strong></h3>
<ul data-start=""1114"" data-end=""1345"">
<li data-start=""1114"" data-end=""1157"">
<p data-start=""1116"" data-end=""1157""><strong data-start=""1116"" data-end=""1131"">Plant Name:</strong> Lotus Lily (Artificial)</p>
</li>
<li data-start=""1158"" data-end=""1190"">
<p data-start=""1160"" data-end=""1190""><strong data-start=""1160"" data-end=""1171"">Height:</strong> 2.5 ft (approx.)</p>
</li>
<li data-start=""1191"" data-end=""1223"">
<p data-start=""1193"" data-end=""1223""><strong data-start=""1193"" data-end=""1204"">Weight:</strong> 1.2 kg (approx.)</p>
</li>
<li data-start=""1224"" data-end=""1261"">
<p data-start=""1226"" data-end=""1261""><strong data-start=""1226"" data-end=""1247"">Planter Material:</strong> Ceramic pot</p>
</li>
<li data-start=""1262"" data-end=""1296"">
<p data-start=""1264"" data-end=""1296""><strong data-start=""1264"" data-end=""1283"">Plant Material:</strong> PVC rubber</p>
</li>
<li data-start=""1297"" data-end=""1345"">
<p data-start=""1299"" data-end=""1345""><strong data-start=""1299"" data-end=""1316"">Suitable For:</strong> Indoor dÃ©cor and tabletops</p>
</li>
</ul>
<p data-start=""1347"" data-end=""1464"">This artificial lotus lily is a timeless decorative piece that brings freshness, color, and elegance to your space.</p>"	Cosmo Decorpk	Home & Garden > Plants > Flowers			TRUE	color	white									2000	shopify	26	deny	manual	3800	4500	TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/photo-output_9_2.jpg?v=1757350673	1
artificial-lotus-lily-flower-plant-2-5-ft-in-ceramic-pot-decorative-indoor-flower-arrangement-for-home-office									yellow									2000	shopify	30	deny	manual	3800	4500	TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/photo-output_8_3.jpg?v=1757350424	2
artificial-dieffenbachia-plant-5-ft-in-grp-planter-tall-indoor-decorative-plant-for-home-office-decoror	Artificial Dieffenbachia Plant 5 ft in GRP Planter Tall Indoor Decorative Plant for Home & Office Decoror	"<h3 data-start=""1171"" data-end=""1196""><strong data-start=""1175"" data-end=""1194"">Product Details</strong></h3>
<ul data-start=""1197"" data-end=""1470"">
<li data-start=""1197"" data-end=""1243"">
<p data-start=""1199"" data-end=""1243""><strong data-start=""1199"" data-end=""1214"">Plant Name:</strong> Dieffenbachia (Artificial)</p>
</li>
<li data-start=""1244"" data-end=""1274"">
<p data-start=""1246"" data-end=""1274""><strong data-start=""1246"" data-end=""1257"">Height:</strong> 5 ft (approx.)</p>
</li>
<li data-start=""1275"" data-end=""1307"">
<p data-start=""1277"" data-end=""1307""><strong data-start=""1277"" data-end=""1288"">Weight:</strong> 1.8 kg (approx.)</p>
</li>
<li data-start=""1308"" data-end=""1364"">
<p data-start=""1310"" data-end=""1364""><strong data-start=""1310"" data-end=""1331"">Planter Material:</strong> GRP (Glass Reinforced Plastic)</p>
</li>
<li data-start=""1365"" data-end=""1399"">
<p data-start=""1367"" data-end=""1399""><strong data-start=""1367"" data-end=""1386"">Plant Material:</strong> PVC rubber</p>
</li>
<li data-start=""1400"" data-end=""1470"">
<p data-start=""1402"" data-end=""1470""><strong data-start=""1402"" data-end=""1419"">Suitable For:</strong> Indoor dÃ©cor (homes, offices, commercial spaces)</p>
</li>
</ul>"	Cosmo Decorpk	Home & Garden > Decor > Artificial Flora > Artificial Non-Flowering Plants			TRUE	Planter Color	black	product.metafields.shopify.color-pattern								1500	shopify	0	deny	manual	5000		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/photo-output_0_bb891c0a-6da3-43fc-8d22-e0ac7ad5ca4c.jpg?v=1757349222	1
artificial-dieffenbachia-plant-5-ft-in-grp-planter-tall-indoor-decorative-plant-for-home-office-decoror									white									1500	shopify	0	deny	manual	5000		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/photo-output_1_944939b2-940e-4133-a39e-14a9b24cc023.jpg?v=1757349235	2
modern-crystal-shade-table-lamp-touch-control-led-with-3-light-modes	Modern Crystal Shade Table Lamp | Touch Control LED with 3 Light Modes	"<p data-start=""194"" data-end=""506"">Give your home a stylish upgrade with this <strong data-start=""280"" data-end=""315"">Modern Crystal Shade Table Lamp</strong>, designed with a clear crystal-textured lampshade and golden metal base. Its elegant and minimal design makes it a perfect fit for <strong data-start=""447"" data-end=""503"">bedrooms, living rooms, side tables, or office dÃ©cor</strong>.</p>
<p data-start=""508"" data-end=""719"" data-is-only-node="""">With a <strong data-start=""515"" data-end=""540"">built-in touch sensor</strong>, you can easily switch between <strong data-start=""572"" data-end=""624"">3 light color modes â€“ Warm, Cool &amp; Neutral White</strong> to create the perfect atmosphere for reading, relaxing, or adding a soft glow to your space.</p>
<p data-start=""721"" data-end=""736""><strong data-start=""721"" data-end=""734"">Features:</strong></p>
<ul data-start=""737"" data-end=""1017"">
<li data-start=""737"" data-end=""789"">
<p data-start=""739"" data-end=""789"">Premium <strong data-start=""747"" data-end=""787"">crystal shade with golden metal base</strong></p>
</li>
<li data-start=""790"" data-end=""830"">
<p data-start=""792"" data-end=""830""><strong data-start=""792"" data-end=""809"">Touch control</strong> for easy operation</p>
</li>
<li data-start=""831"" data-end=""897"">
<p data-start=""833"" data-end=""897""><strong data-start=""833"" data-end=""866"">3 adjustable LED light colors</strong> (Warm, Cool &amp; Neutral White)</p>
</li>
<li data-start=""898"" data-end=""938"">
<p data-start=""900"" data-end=""938"">Energy-saving and durable LED design</p>
</li>
<li data-start=""939"" data-end=""1017"">
<p data-start=""941"" data-end=""1017"">Compact &amp; elegant â€“ ideal for <strong data-start=""971"" data-end=""1015"">bedroom, living room, office, or gifting</strong></p>
</li>
</ul>"	Cosmo Decorpk	Home & Garden > Lighting > Lamps > Table Lamps			TRUE	Quantity	1 pc									500	shopify	10	deny	manual	3000		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/photo-output_7_2.jpg?v=1757342565	1
modern-crystal-shade-table-lamp-touch-control-led-with-3-light-modes									set of 2									500	shopify	10	deny	manual	5600		TRUE	TRUE							
luxury-crystal-table-lamp-modern-led-decorative-light-for-living-room-bedroom-3-light-modes	Luxury Crystal Table Lamp | Modern LED Decorative Light for Living Room & Bedroom | 3 light modes	"<p data-start=""888"" data-end=""903""><strong data-start=""888"" data-end=""901"">Features:</strong></p>
<ul data-start=""904"" data-end=""1220"" data-is-only-node="""">
<li data-start=""904"" data-end=""957"">
<p data-start=""906"" data-end=""957"">Premium quality <strong data-start=""922"" data-end=""948"">crystal &amp; golden metal</strong> finish</p>
</li>
<li data-start=""958"" data-end=""998"">
<p data-start=""960"" data-end=""998""><strong data-start=""960"" data-end=""977"">Touch control</strong> for easy operation</p>
</li>
<li data-start=""999"" data-end=""1061"">
<p data-start=""1001"" data-end=""1061""><strong data-start=""1001"" data-end=""1030"">3 adjustable light colors</strong> (Warm, Cool &amp; Natural White)</p>
</li>
<li data-start=""1062"" data-end=""1101"">
<p data-start=""1064"" data-end=""1101"">Energy-efficient <strong data-start=""1081"" data-end=""1099"">LED technology</strong></p>
</li>
<li data-start=""1102"" data-end=""1151"">
<p data-start=""1104"" data-end=""1151"">Stylish oval design for <strong data-start=""1128"" data-end=""1149"">modern home dÃ©cor</strong></p>
</li>
<li data-start=""1152"" data-end=""1220"">
<p data-start=""1154"" data-end=""1220"">Perfect for <strong data-start=""1166"" data-end=""1218"">side tables, nightstands, living rooms &amp; gifting</strong></p>
</li>
</ul>"	Cosmo Decorpk	Home & Garden > Lighting > Lamps > Table Lamps			TRUE	Quantity	Single pc									500	shopify	20	deny	manual	2200		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/photo-output_6_2.jpg?v=1757342206	1
luxury-crystal-table-lamp-modern-led-decorative-light-for-living-room-bedroom-3-light-modes									Set of 2									500	shopify	19	deny	manual	3500		TRUE	TRUE							
modern-wavy-wall-mirror-set-decorative-wall-mounted-mirror-for-living-room-bedroom-hallway	Modern Wavy Wall Mirror Set Decorative Wall Mounted Mirror for Living Room, Bedroom & Hallway	"<p data-start=""690"" data-end=""950"">âœ” Modern wavy design â€“ contemporary and stylish look<br data-start=""742"" data-end=""745"">âœ” High-quality crystal clear reflection<br data-start=""784"" data-end=""787"">âœ” Wall-mounted â€“ easy installation and space saving<br data-start=""838"" data-end=""841"">âœ” Perfect for living room, bedroom, hallway &amp; office dÃ©cor<br data-start=""899"" data-end=""902"">âœ” Multipurpose use â€“ decor + functional mirror</p>
<p data-start=""952"" data-end=""1134""><strong data-start=""952"" data-end=""965"">Material:</strong> Premium Mirror Glass with Smooth Edges<br data-start=""1004"" data-end=""1007""><strong data-start=""1007"" data-end=""1016"">Size:</strong> Multiple Piece Set (Wavy Cut Design)<br data-start=""1053"" data-end=""1056""><strong data-start=""1056"" data-end=""1066"">Color:</strong> Clear Glass with Silver Edging<br data-start=""1097"" data-end=""1100""><strong data-start=""1100"" data-end=""1110"">Style:</strong> Modern / Contemporary</p>"	Cosmo Decorpk	Home & Garden > Decor > Mirrors			TRUE	size	5 ft									5000	shopify	20	deny	manual	15000		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/photo-output_8_2.jpg?v=1757341438	1
modern-wavy-wall-mirror-set-decorative-wall-mounted-mirror-for-living-room-bedroom-hallway																																https://cdn.shopify.com/s/files/1/0899/9301/9639/files/photo-output_9.jpg?v=1757341438	2
